									DNK       	NOR       	SWE       	FIN       	BALT      	EUR       
RP1       	.         	h143       	3.57833   	17.17286  	18.10113  	10.57742  	2.71971   	52.62778  
RP1       	.         	h144       	3.43164   	16.78105  	17.73434  	10.34211  	2.63896   	50.35599  
RP1       	.         	h145       	3.30938   	16.40840  	17.40464  	10.44988  	2.60702   	48.50539  
RP1       	.         	h146       	3.28926   	16.23588  	17.35892  	10.45099  	2.60913   	48.21673  
RP1       	.         	h147       	3.32130   	16.26539  	17.41033  	10.59330  	2.67705   	48.87207  
RP1       	.         	h148       	3.45261   	16.45703  	17.72563  	11.05291  	2.94043   	50.99878  
RP1       	.         	h149       	3.80021   	17.10523  	18.74441  	11.58089  	3.32398   	55.54060  
RP1       	.         	h150       	4.29620   	18.12033  	20.08962  	11.84860  	3.65590   	60.56080  
RP1       	.         	h151       	4.66387   	18.84046  	20.92621  	11.97763  	3.86026   	64.35515  
RP1       	.         	h152       	4.81076   	19.07522  	21.20624  	12.01805  	3.94450   	66.24849  
RP1       	.         	h153       	4.88439   	19.12119  	21.37118  	12.03458  	3.96964   	67.72168  
RP1       	.         	h154       	4.89710   	19.06708  	21.39593  	12.03139  	3.95129   	69.05994  
RP1       	.         	h155       	4.83706   	18.94481  	21.29575  	11.98028  	3.95114   	69.15140  
RP1       	.         	h156       	4.78348   	18.82855  	21.15810  	11.91700  	3.93216   	68.27619  
RP1       	.         	h157       	4.72385   	18.75899  	21.01566  	11.88734  	3.88675   	67.00984  
RP1       	.         	h158       	4.63498   	18.73259  	20.95815  	11.90658  	3.83402   	65.88116  
RP1       	.         	h159       	4.62379   	18.80042  	21.04127  	12.02583  	3.82108   	64.99552  
RP1       	.         	h160       	4.85452   	18.91137  	21.36798  	12.13094  	3.86971   	65.24683  
RP1       	.         	h161       	4.99608   	18.96911  	21.51094  	12.23636  	3.88979   	66.59770  
RP1       	.         	h162       	4.82932   	18.95794  	21.32216  	12.21037  	3.85759   	66.84219  
RP1       	.         	h163       	4.58829   	18.82451  	20.94465  	11.90590  	3.73652   	65.02867  
RP1       	.         	h164       	4.35009   	18.56610  	20.31152  	11.71008  	3.45012   	61.90207  
RP1       	.         	h165       	4.07270   	18.15313  	19.48815  	11.59723  	3.11378   	58.72714  
RP1       	.         	h166       	3.77173   	17.54748  	18.64262  	11.20525  	2.87591   	55.53476  
RP1       	.         	h167       	3.53874   	16.97869  	17.97657  	10.81116  	2.72872   	52.22682  
RP1       	.         	h168       	3.39095   	16.58397  	17.60509  	10.57374  	2.64714   	49.93901  
RP2       	.         	h1         	2.78964   	11.73383  	11.16960  	7.77994   	2.16821   	44.02518  
RP2       	.         	h2         	2.77851   	11.68141  	11.12664  	7.73842   	2.16086   	43.98192  
RP2       	.         	h3         	2.80195   	11.69411  	11.12867  	7.86187   	2.21469   	44.82440  
RP2       	.         	h4         	2.91191   	11.87790  	11.42143  	8.33025   	2.49938   	46.77695  
RP2       	.         	h5         	3.25702   	12.57513  	12.40442  	8.74313   	2.86038   	51.50384  
RP2       	.         	h6         	3.70753   	13.52534  	13.64421  	8.97887   	3.16879   	56.39174  
RP2       	.         	h7         	4.02912   	14.06671  	14.29682  	9.12519   	3.36108   	59.86580  
RP2       	.         	h8         	4.16553   	14.21654  	14.51290  	9.16255   	3.42482   	61.77091  
RP2       	.         	h9         	4.22516   	14.20914  	14.58226  	9.16362   	3.43329   	63.34759  
RP2       	.         	h10        	4.22451   	14.07461  	14.50359  	9.13356   	3.40744   	64.77459  
RP2       	.         	h11        	4.15129   	13.89963  	14.32241  	9.04704   	3.41185   	64.64325  
RP2       	.         	h12        	4.10912   	13.74941  	14.12784  	8.96149   	3.37533   	63.60325  
RP2       	.         	h13        	4.03021   	13.63296  	13.92546  	8.90635   	3.31872   	62.22107  
RP2       	.         	h14        	3.91437   	13.52636  	13.79169  	8.86091   	3.24782   	61.09751  
RP2       	.         	h15        	3.88147   	13.46865  	13.72564  	8.86178   	3.17753   	60.02606  
RP2       	.         	h16        	4.04518   	13.42979  	13.84666  	8.87257   	3.14609   	59.68347  
RP2       	.         	h17        	4.07858   	13.43256  	13.89056  	8.99715   	3.14595   	59.82683  
